ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1682	"ENSMUSG00000035835.14"	"Plppr3"	chr10	-	79866834	79867307	79866834	79867030	79867171	79867307	1682	23,61,17	41,101,28	30,49,77	60,88,69	200	100	0.438042288845	0.884033544162	0.219,0.232,0.233	0.2,0.218,0.358	-0.031
1683	"ENSMUSG00000028608.15"	"Czib"	chr4	+	107894872	107897118	107894872	107894938	107896870	107897118	1683	22,66,25	140,421,137	37,55,48	229,282,293	200	100	0.661353335466	1.0	0.073,0.073,0.084	0.075,0.089,0.076	-0.003
1684	"ENSMUSG00000028608.15"	"Czib"	chr4	+	107896661	107897118	107896661	107896748	107896870	107897118	1684	35,89,36	0,1,0	50,75,51	0,0,0	200	100	1	1.0	1.0,0.978,1.0	1.0,1.0,1.0	-0.007
1685	"ENSMUSG00000023764.18"	"Sfi1"	chr11	-	3133071	3135542	3133071	3133207	3135282	3135542	1685	3,6,6	0,1,1	6,5,18	0,2,0	200	100	0.876146986082	1.0	1.0,0.75,0.75	1.0,0.556,1.0	-0.019
1686	"ENSMUSG00000023764.18"	"Sfi1"	chr11	-	3134625	3135542	3134625	3134730	3135282	3135542	1686	7,14,11	11,29,19	7,6,15	19,35,28	200	100	0.16066218916	0.540674471088	0.241,0.194,0.224	0.156,0.079,0.211	0.071
1691	"ENSMUSG00000023110.12"	"Prmt5"	chr14	-	54516105	54516615	54516105	54516191	54516496	54516615	1691	5,29,12	323,902,269	23,22,50	537,805,715	200	100	0.0316051976885	0.243425714298	0.008,0.016,0.022	0.021,0.013,0.034	-0.007
1692	"ENSMUSG00000110206.1"	"Flt3l"	chr7	-	45132227	45134026	45132227	45132412	45133881	45134026	1692	1,0,0	2,4,2	2,1,1	4,5,1	200	100	0.221512904445	0.637399082247	0.2,0.0,0.0	0.2,0.091,0.333	-0.141
1693	"ENSMUSG00000110206.1"	"Flt3l"	chr7	-	45132227	45134026	45132227	45132412	45133897	45134026	1693	1,0,1	0,0,0	4,2,2	0,3,1	200	100	1	1.0	1.0,NA,1.0	1.0,0.25,0.5	0.417
1694	"ENSMUSG00000026520.8"	"Pycr2"	chr1	+	180906162	180906687	180906162	180906384	180906594	180906687	1694	8,16,2	113,357,128	18,10,24	204,304,279	200	100	0.0683909416445	0.340060716633	0.034,0.022,0.008	0.042,0.016,0.041	-0.012
1695	"ENSMUSG00000028104.14"	"Polr3gl"	chr3	-	96579797	96580089	96579797	96579911	96580015	96580089	1695	2,10,3	24,53,26	12,7,12	37,46,44	200	100	0.0835174749837	0.377829398759	0.04,0.086,0.055	0.14,0.071,0.12	-0.05
1696	"ENSMUSG00000022111.9"	"Uchl3"	chr14	+	101665760	101668576	101665760	101665889	101668528	101668576	1696	3,7,4	0,0,0	2,5,10	1,0,1	200	100	1	1.0	1.0,1.0,1.0	0.5,1.0,0.833	0.222
1698	"ENSMUSG00000026848.14"	"Tor1b"	chr2	+	30953751	30955953	30953751	30954017	30955767	30955953	1698	26,53,33	4,12,2	38,58,107	12,3,9	200	100	0.670931369031	1.0	0.765,0.688,0.892	0.613,0.906,0.856	-0.01
1700	"ENSMUSG00000026848.14"	"Tor1b"	chr2	+	30953751	30955953	30953751	30954008	30955777	30955953	1700	28,76,38	0,1,0	52,67,105	0,1,0	200	100	1	1.0	1.0,0.974,1.0	1.0,0.971,1.0	0.001
1701	"ENSMUSG00000026848.14"	"Tor1b"	chr2	+	30953751	30955953	30953751	30954017	30955777	30955953	1701	28,66,34	44,167,57	43,61,112	123,142,161	200	100	0.947287320942	1.0	0.241,0.165,0.23	0.149,0.177,0.258	0.017
1703	"ENSMUSG00000058546.8"	"Rpl23a"	chr11	-	78180934	78181223	78180934	78180997	78181153	78181223	1703	34,63,30	5979,17717,6253	44,70,108	10856,14569,14295	200	100	1	1.0	0.003,0.002,0.002	0.002,0.002,0.004	-0.0
1706	"ENSMUSG00000000787.12"	"Ddx3x"	chrX	+	13287224	13287563	13287224	13287383	13287463	13287563	1706	22,73,22	1338,4597,1222	28,55,115	2721,3717,3990	179	100	0.356603193946	0.810518020799	0.009,0.009,0.01	0.006,0.008,0.016	-0.001
1707	"ENSMUSG00000000787.12"	"Ddx3x"	chrX	+	13288278	13288671	13288278	13288364	13288572	13288671	1707	30,68,24	916,3287,897	46,71,149	1804,2562,2749	200	100	0.00580614499379	0.0963724086757	0.016,0.01,0.013	0.013,0.014,0.026	-0.005
1708	"ENSMUSG00000018442.13"	"Derl2"	chr11	-	71013442	71015800	71013442	71013638	71015726	71015800	1708	6,10,6	0,2,1	12,14,28	2,0,0	200	100	0.855774101996	1.0	1.0,0.714,0.75	0.75,1.0,1.0	-0.095
1710	"ENSMUSG00000089736.2"	"Tgfbr3l"	chr8	+	4250466	4250921	4250466	4250625	4250848	4250921	1710	3,6,0	0,1,1	4,4,1	0,5,1	200	100	0.021948436052	0.192626405877	1.0,0.75,0.0	1.0,0.286,0.333	0.044
1714	"ENSMUSG00000063011.7"	"Msln"	chr17	-	25754131	25754377	25754131	25754222	25754342	25754377	1714	0,2,0	0,0,0	0,0,0	0,1,0	200	100	1	1.0	NA,1.0,NA	NA,0.0,NA	1.0
1716	"ENSMUSG00000022967.13"	"Ifnar1"	chr16	+	91505054	91507441	91505054	91505414	91506526	91507441	1716	128,369,118	0,1,0	269,262,328	5,5,5	200	100	0.00448652136788	0.0851032120486	1.0,0.995,1.0	0.964,0.963,0.97	0.033
1718	"ENSMUSG00000028034.15"	"Fubp1"	chr3	+	152213976	152215630	152213976	152214067	152215591	152215630	1718	24,103,52	689,1793,649	66,72,141	1304,1595,1781	200	100	0.822122955315	1.0	0.017,0.028,0.039	0.025,0.022,0.038	-0.0
1719	"ENSMUSG00000028034.15"	"Fubp1"	chr3	+	152231876	152234570	152231876	152232022	152232394	152234570	1719	45,134,80	668,2019,649	137,129,248	1384,1733,1922	200	100	0.0573737778105	0.316790644036	0.033,0.032,0.058	0.047,0.036,0.061	-0.007
1720	"ENSMUSG00000028034.15"	"Fubp1"	chr3	+	152231876	152234570	152231876	152232022	152234523	152234570	1720	95,251,102	7,8,5	205,259,404	3,8,11	200	100	0.108459909613	0.437380651221	0.872,0.94,0.911	0.972,0.942,0.948	-0.046
1721	"ENSMUSG00000028034.15"	"Fubp1"	chr3	+	152232394	152236826	152232394	152234570	152236606	152236826	1721	157,445,204	0,3,1	437,493,790	1,0,1	200	100	1	1.0	1.0,0.987,0.99	0.995,1.0,0.997	-0.005
1723	"ENSMUSG00000047215.14"	"Rpl9"	chr5	-	65388363	65389151	65388363	65388441	65389070	65389151	1723	64,234,87	2,2,1	143,190,284	2,0,2	200	100	0.486569312835	0.915988627401	0.941,0.983,0.978	0.973,1.0,0.986	-0.019
1724	"ENSMUSG00000026469.14"	"Xpr1"	chr1	-	155330337	155332386	155330337	155330487	155332162	155332386	1724	2,3,2	42,89,33	2,2,5	67,77,100	200	100	0.821200741445	1.0	0.023,0.017,0.029	0.015,0.013,0.024	0.006
1725	"ENSMUSG00000024054.14"	"Smchd1"	chr17	-	71358136	71358457	71358136	71358207	71358347	71358457	1725	4,19,12	157,470,165	24,12,45	365,410,530	200	100	0.101550297262	0.424931294064	0.013,0.02,0.035	0.032,0.014,0.041	-0.006
1726	"ENSMUSG00000003273.14"	"Car11"	chr7	+	45702832	45703134	45702832	45702928	45703061	45703134	1726	3,16,6	19,39,7	11,13,16	18,23,25	200	100	0.168892643024	0.556578028147	0.073,0.17,0.3	0.234,0.22,0.242	-0.051
1727	"ENSMUSG00000046711.16"	"Hmga1"	chr17	+	27556667	27557066	27556667	27556749	27556951	27557066	1727	38,145,48	5,2,2	67,114,170	5,16,4	200	100	0.098434682621	0.417908724279	0.792,0.973,0.923	0.87,0.781,0.955	0.027
1729	"ENSMUSG00000053332.13"	"Gas5"	chr1	+	161035751	161036014	161035751	161035804	161035982	161036014	1729	245,594,229	961,2781,837	439,483,1135	1357,2032,2158	200	100	0.000919896829727	0.033712702496	0.113,0.096,0.12	0.139,0.106,0.208	-0.041
1730	"ENSMUSG00000053332.13"	"Gas5"	chr1	+	161035982	161036244	161035982	161036014	161036207	161036244	1730	375,860,381	721,2121,656	618,727,1628	1068,1563,1471	200	100	0.0363378675215	0.261405758609	0.206,0.169,0.225	0.224,0.189,0.356	-0.056
1731	"ENSMUSG00000053332.13"	"Gas5"	chr1	+	161036207	161036579	161036207	161036244	161036548	161036579	1731	405,973,464	181,522,155	704,837,1736	259,387,365	200	100	0.105637150256	0.431660952078	0.528,0.482,0.599	0.576,0.52,0.704	-0.064
1732	"ENSMUSG00000053332.13"	"Gas5"	chr1	+	161035982	161037315	161035982	161036014	161036819	161037315	1732	399,890,380	22,34,10	632,794,1675	27,31,40	200	100	0.325787256378	0.77496469331	0.901,0.929,0.95	0.921,0.928,0.954	-0.008
1733	"ENSMUSG00000053332.13"	"Gas5"	chr1	+	161035982	161037315	161035982	161036244	161036819	161037315	1733	347,853,413	2,18,3	600,758,1542	20,14,13	200	100	0.402540163951	0.849571116721	0.989,0.96,0.986	0.938,0.964,0.983	0.017
1734	"ENSMUSG00000053332.13"	"Gas5"	chr1	+	161036819	161037164	161036819	161036852	161037123	161037164	1734	338,818,365	60,154,61	547,692,1369	108,145,158	200	100	0.604277876303	0.998150924948	0.738,0.726,0.749	0.717,0.705,0.812	-0.007
1735	"ENSMUSG00000053332.13"	"Gas5"	chr1	+	161036819	161037315	161036819	161036852	161037287	161037315	1735	256,624,297	248,776,283	408,569,1193	448,655,688	200	100	0.267071986204	0.709533136665	0.34,0.287,0.344	0.313,0.303,0.464	-0.036
1736	"ENSMUSG00000053332.13"	"Gas5"	chr1	+	161036819	161037315	161036819	161037164	161037287	161037315	1736	243,680,275	86,260,85	445,522,989	141,221,215	200	100	0.35659637467	0.810518020799	0.586,0.567,0.618	0.612,0.541,0.697	-0.026
1737	"ENSMUSG00000053332.13"	"Gas5"	chr1	+	161037287	161037547	161037287	161037315	161037504	161037547	1737	172,510,249	460,1371,534	364,459,912	791,1158,1261	200	100	0.0240783556352	0.203294470996	0.158,0.157,0.189	0.187,0.165,0.266	-0.038
1738	"ENSMUSG00000053332.13"	"Gas5"	chr1	+	161037504	161038037	161037504	161037547	161037994	161038037	1738	117,355,156	787,2178,902	205,318,640	1293,1840,2200	200	100	0.0174579927376	0.168760596463	0.069,0.075,0.08	0.073,0.08,0.127	-0.019
1739	"ENSMUSG00000053332.13"	"Gas5"	chr1	+	161038224	161038535	161038224	161038272	161038456	161038535	1739	88,217,125	682,1955,706	201,227,505	1073,1583,1761	200	100	7.51118423764e-05	0.00894635694019	0.061,0.053,0.081	0.086,0.067,0.125	-0.028
1740	"ENSMUSG00000061111.8"	"Mcrip1"	chr11	-	120544680	120544928	120544680	120544799	120544876	120544928	1740	12,51,15	202,718,222	18,33,35	369,489,429	176	100	0.965674438414	1.0	0.033,0.039,0.037	0.027,0.037,0.044	0.0
1741	"ENSMUSG00000001833.17"	"Sept7"	chr9	+	25303716	25306265	25303716	25303852	25306125	25306265	1741	16,44,12	668,1815,563	13,26,59	1169,1579,1503	200	100	0.974495699205	1.0	0.012,0.012,0.011	0.006,0.008,0.019	0.001
1742	"ENSMUSG00000032624.16"	"Eml4"	chr17	+	83473045	83473748	83473045	83473133	83473649	83473748	1742	18,33,13	202,664,178	20,31,62	462,545,744	200	100	0.920237271306	1.0	0.043,0.024,0.035	0.021,0.028,0.04	0.004
1743	"ENSMUSG00000028073.15"	"Pear1"	chr3	-	87752471	87752836	87752471	87752600	87752707	87752836	1743	2,4,1	18,32,13	2,5,10	13,18,39	200	100	0.045261301158	0.284997059738	0.053,0.059,0.037	0.071,0.122,0.114	-0.053
1744	"ENSMUSG00000028073.15"	"Pear1"	chr3	-	87756848	87757264	87756848	87756985	87757143	87757264	1744	2,3,2	6,37,6	0,2,11	13,23,20	200	100	0.348542845203	0.805212911795	0.143,0.039,0.143	0.0,0.042,0.216	0.022
1745	"ENSMUSG00000012114.17"	"Med15"	chr16	-	17682274	17685504	17682274	17683188	17685452	17685504	1745	2,0,0	33,87,28	0,0,14	45,43,102	200	100	0.0101020019938	0.128099530986	0.029,0.0,0.0	0.0,0.0,0.064	-0.012
1746	"ENSMUSG00000017210.14"	"Med24"	chr11	-	98705118	98705602	98705118	98705267	98705521	98705602	1746	2,12,4	134,402,112	4,14,10	230,275,284	200	100	0.372992724336	0.826532050273	0.007,0.015,0.018	0.009,0.025,0.017	-0.004
1747	"ENSMUSG00000017210.14"	"Med24"	chr11	-	98716413	98718142	98716413	98716525	98717909	98718142	1747	6,13,7	119,308,95	6,15,36	225,274,270	200	100	0.0933611951631	0.405944701263	0.025,0.021,0.036	0.013,0.027,0.062	-0.007
1749	"ENSMUSG00000053253.16"	"Ndfip2"	chr14	+	105298002	105304836	105298002	105298127	105304730	105304836	1749	3,5,1	0,0,0	7,4,7	0,2,0	200	100	0.780295672063	1.0	1.0,1.0,1.0	1.0,0.5,1.0	0.167
1750	"ENSMUSG00000027404.15"	"Snrpb"	chr2	-	130172602	130173174	130172602	130172728	130173035	130173174	1750	32,79,21	1788,5050,1469	40,52,81	2954,4428,4081	200	100	1	1.0	0.009,0.008,0.007	0.007,0.006,0.01	0.0
1752	"ENSMUSG00000025262.8"	"Fam120c"	chrX	+	151467299	151467856	151467299	151467438	151467798	151467856	1752	1,5,1	9,17,4	1,1,1	7,12,18	200	100	0.0443263868144	0.282929291706	0.053,0.128,0.111	0.067,0.04,0.027	0.053
1753	"ENSMUSG00000052142.15"	"Rasal3"	chr17	-	32392045	32392788	32392045	32392203	32392397	32392788	1753	0,0,0	0,2,0	0,2,0	0,1,0	200	100	1	1.0	NA,0.0,NA	NA,0.5,NA	-0.5
1755	"ENSMUSG00000018287.12"	"Spag7"	chr11	-	70664319	70664667	70664319	70664476	70664577	70664667	1755	23,31,20	391,1151,372	42,50,38	799,1127,953	200	100	0.440831855268	0.887470373138	0.029,0.013,0.026	0.026,0.022,0.02	0.0
1756	"ENSMUSG00000018287.12"	"Spag7"	chr11	-	70664987	70665364	70664987	70665046	70665296	70665364	1756	159,383,118	0,1,2	264,351,320	0,5,2	200	100	0.724216553782	1.0	1.0,0.995,0.967	1.0,0.972,0.988	0.001
1757	"ENSMUSG00000018287.12"	"Spag7"	chr11	-	70664987	70665364	70664987	70665076	70665296	70665364	1757	21,27,9	402,1126,299	12,12,33	758,1045,900	200	100	0.0723037506612	0.348962385608	0.025,0.012,0.015	0.008,0.006,0.018	0.007
1758	"ENSMUSG00000013787.15"	"Ehmt2"	chr17	+	34905609	34906058	34905609	34905711	34905909	34906058	1758	21,51,14	154,433,129	36,34,59	288,347,362	200	100	0.649735863339	1.0	0.064,0.056,0.051	0.059,0.047,0.075	-0.003
1759	"ENSMUSG00000056211.13"	"R3hdm1"	chr1	+	128181985	128184654	128181985	128182212	128184399	128184654	1759	1,5,10	16,29,22	5,4,32	33,32,60	200	100	0.382302587426	0.834489870677	0.03,0.079,0.185	0.07,0.059,0.211	-0.015
1760	"ENSMUSG00000021917.16"	"Spcs1"	chr14	-	31000677	31000903	31000677	31000760	31000843	31000903	1760	19,87,22	7,15,6	40,56,51	12,24,8	182	100	0.463638267658	0.897783142146	0.599,0.761,0.668	0.647,0.562,0.778	0.014
1761	"ENSMUSG00000021917.16"	"Spcs1"	chr14	-	31000677	31000903	31000677	31000764	31000843	31000903	1761	0,14,6	348,1133,336	7,2,7	603,816,865	178	100	1	1.0	0.0,0.007,0.01	0.006,0.001,0.005	0.002
1762	"ENSMUSG00000019470.12"	"Xab2"	chr8	-	3613158	3613499	3613158	3613290	3613367	3613499	1762	26,29,14	116,409,97	17,30,74	223,339,294	176	100	0.339424191253	0.7915941803	0.113,0.039,0.076	0.042,0.048,0.125	0.004
1763	"ENSMUSG00000013858.14"	"Tmem259"	chr10	-	79977962	79978320	79977962	79978062	79978187	79978320	1763	29,87,36	178,416,136	63,79,136	318,346,420	200	100	0.157892166835	0.535132496336	0.075,0.095,0.117	0.09,0.102,0.139	-0.015
1764	"ENSMUSG00000013858.14"	"Tmem259"	chr10	-	79978187	79978605	79978187	79978320	79978391	79978605	1764	9,24,7	134,417,132	15,12,25	195,373,374	170	100	0.908390387282	1.0	0.038,0.033,0.03	0.043,0.019,0.038	0.0
1765	"ENSMUSG00000013858.14"	"Tmem259"	chr10	-	79977962	79978605	79977962	79978320	79978547	79978605	1765	34,109,37	5,12,1	66,98,114	8,7,9	200	100	0.900780651601	1.0	0.773,0.82,0.949	0.805,0.875,0.864	-0.001
1766	"ENSMUSG00000013858.14"	"Tmem259"	chr10	-	79978391	79978605	79978391	79978475	79978547	79978605	1766	54,146,58	114,340,119	97,160,176	173,265,242	171	100	0.00977329800911	0.125845362395	0.217,0.201,0.222	0.247,0.261,0.298	-0.055
1767	"ENSMUSG00000039137.18"	"Whrn"	chr4	-	63429085	63429417	63429085	63429118	63429232	63429417	1767	0,5,1	0,0,0	2,3,13	1,0,0	200	100	1	1.0	NA,1.0,1.0	0.5,1.0,1.0	0.167
1769	"ENSMUSG00000025473.16"	"Adam8"	chr7	-	139984728	139985430	139984728	139984843	139985336	139985430	1769	0,1,0	1,10,3	6,3,11	5,6,5	200	100	5.93899453394e-07	0.000330109112845	0.0,0.048,0.0	0.375,0.2,0.524	-0.35
1770	"ENSMUSG00000025473.16"	"Adam8"	chr7	-	139986302	139986808	139986302	139986468	139986732	139986808	1770	1,1,2	1,7,3	1,0,6	1,3,6	200	100	0.35232211458	0.808667757828	0.333,0.067,0.25	0.333,0.0,0.333	-0.005
1772	"ENSMUSG00000025473.16"	"Adam8"	chr7	-	139987178	139987737	139987178	139987268	139987559	139987737	1772	4,4,2	0,1,1	4,2,9	6,2,4	200	100	0.000783611333257	0.0330803012204	1.0,0.667,0.5	0.25,0.333,0.529	0.352
1773	"ENSMUSG00000037300.19"	"Ttc13"	chr8	-	124673447	124673735	124673447	124673527	124673656	124673735	1773	5,17,6	46,198,54	12,17,20	104,117,129	200	100	0.105950112997	0.431660952078	0.052,0.041,0.053	0.055,0.068,0.072	-0.016
1774	"ENSMUSG00000032913.13"	"Lrig2"	chr3	-	104465486	104467363	104465486	104465768	104467042	104467363	1774	0,2,2	44,131,38	3,3,6	81,92,95	200	100	0.172804377352	0.560605640534	0.0,0.008,0.026	0.018,0.016,0.031	-0.01
1775	"ENSMUSG00000037239.8"	"Spred3"	chr7	-	29166526	29167973	29166526	29166695	29167792	29167973	1775	0,4,1	3,19,2	3,4,13	12,7,14	200	100	0.0126892564998	0.147870543347	0.0,0.095,0.2	0.111,0.222,0.317	-0.118
1777	"ENSMUSG00000021313.16"	"Ryr2"	chr13	-	11646492	11647737	11646492	11646605	11647701	11647737	1777	1,2,1	1,7,8	3,1,5	10,5,15	200	100	0.257129976019	0.693593486356	0.333,0.125,0.059	0.13,0.091,0.143	0.051
1779	"ENSMUSG00000086173.7"	"Kis2"	chrX	-	52742562	52743920	52742562	52742640	52743793	52743920	1779	9,9,8	2,3,4	5,12,28	2,8,13	200	100	0.359026589859	0.810893109257	0.692,0.6,0.5	0.556,0.429,0.519	0.096
1780	"ENSMUSG00000086173.7"	"Kis2"	chrX	-	52743793	52744593	52743793	52743920	52744234	52744593	1780	3,17,2	0,1,1	11,14,15	6,5,4	200	100	0.000508403998292	0.02600303486	1.0,0.895,0.5	0.478,0.583,0.652	0.227
1782	"ENSMUSG00000024194.16"	"Cuta"	chr17	-	26938417	26938617	26938417	26938467	26938571	26938617	1782	23,79,26	173,632,221	51,37,68	343,400,406	200	100	0.581512263949	0.982515272801	0.062,0.059,0.056	0.069,0.044,0.077	-0.004
1783	"ENSMUSG00000024194.16"	"Cuta"	chr17	-	26938417	26938786	26938417	26938467	26938726	26938786	1783	57,142,51	1,16,4	91,109,135	13,11,11	200	100	0.330519292916	0.777898265261	0.966,0.816,0.864	0.778,0.832,0.86	0.059
1784	"ENSMUSG00000024194.16"	"Cuta"	chr17	-	26938417	26938786	26938417	26938617	26938726	26938786	1784	84,213,85	108,403,120	145,184,231	200,240,229	200	100	0.022682394741	0.196785419647	0.28,0.209,0.262	0.266,0.277,0.335	-0.042
1785	"ENSMUSG00000024194.16"	"Cuta"	chr17	-	26938571	26938786	26938571	26938649	26938726	26938786	1785	81,182,72	11,14,4	136,165,215	8,17,9	176	100	0.376827681977	0.829518362636	0.807,0.881,0.911	0.906,0.847,0.931	-0.028
1786	"ENSMUSG00000024194.16"	"Cuta"	chr17	-	26938883	26939368	26938883	26939092	26939316	26939368	1786	114,282,93	53,127,30	171,255,263	63,96,123	200	100	0.810444257917	1.0	0.518,0.526,0.608	0.576,0.57,0.517	-0.004
1788	"ENSMUSG00000055862.7"	"Izumo4"	chr10	+	80703729	80703928	80703729	80703756	80703852	80703928	1788	5,16,2	2,13,1	7,11,22	2,6,9	195	100	0.29557237371	0.746202775415	0.562,0.387,0.506	0.642,0.485,0.556	-0.076
1789	"ENSMUSG00000055862.7"	"Izumo4"	chr10	+	80704417	80705373	80704417	80704435	80705063	80705373	1789	5,6,7	0,1,2	2,1,23	0,0,0	200	100	0.720600787266	1.0	1.0,0.75,0.636	1.0,1.0,1.0	-0.205
1790	"ENSMUSG00000028059.16"	"Arhgef2"	chr3	+	88631910	88632333	88631910	88631978	88632275	88632333	1790	5,29,13	80,261,91	16,21,65	188,181,309	200	100	0.109362972695	0.439428330046	0.03,0.053,0.067	0.041,0.055,0.095	-0.014
1791	"ENSMUSG00000028059.16"	"Arhgef2"	chr3	+	88632912	88633367	88632912	88633042	88633257	88633367	1791	13,40,14	74,197,68	32,15,76	124,179,209	200	100	0.400923876611	0.848940399046	0.081,0.092,0.093	0.114,0.04,0.154	-0.014
1792	"ENSMUSG00000028059.16"	"Arhgef2"	chr3	+	88632912	88633367	88632912	88633042	88633294	88633367	1792	38,113,37	0,3,1	68,72,141	2,2,2	200	100	0.613793232678	1.0	1.0,0.95,0.949	0.944,0.947,0.972	0.012
1793	"ENSMUSG00000028059.16"	"Arhgef2"	chr3	+	88642925	88643216	88642925	88643039	88643148	88643216	1793	4,7,6	62,183,89	9,9,25	134,155,267	200	100	0.107248222395	0.434068958358	0.031,0.019,0.033	0.032,0.028,0.045	-0.007
1794	"ENSMUSG00000026211.17"	"Obsl1"	chr1	-	75502912	75503618	75502912	75503215	75503366	75503618	1794	1,10,2	218,710,216	10,3,10	453,478,586	200	100	1	1.0	0.002,0.007,0.005	0.011,0.003,0.008	-0.003
1796	"ENSMUSG00000038619.12"	"Ensa"	chr3	+	95628540	95632102	95628540	95628707	95631431	95632102	1796	324,884,297	26,38,4	670,786,718	36,46,29	200	100	0.463312304933	0.897783142146	0.862,0.921,0.974	0.903,0.895,0.925	0.011
1797	"ENSMUSG00000051007.15"	"Gatd1"	chr7	-	141409845	141410885	141409845	141409940	141410777	141410885	1797	5,9,4	70,231,55	8,7,31	103,194,155	200	100	0.009720092633	0.125732855795	0.034,0.019,0.035	0.037,0.018,0.091	-0.019
1798	"ENSMUSG00000033735.9"	"Spr"	chr6	-	85136822	85137113	85136822	85136931	85137060	85137113	1798	371,1083,268	3,4,4	578,917,675	7,6,5	200	100	0.413126420826	0.858427796545	0.984,0.993,0.971	0.976,0.987,0.985	0.0
1800	"ENSMUSG00000024948.15"	"Map4k2"	chr19	+	6341743	6341967	6341743	6341834	6341902	6341967	1800	27,23,10	18,42,13	30,17,48	32,24,41	167	100	0.63969181258	1.0	0.473,0.247,0.315	0.36,0.298,0.412	-0.012
1801	"ENSMUSG00000024948.15"	"Map4k2"	chr19	+	6343801	6344079	6343801	6343883	6343971	6344079	1801	3,21,3	27,59,16	18,9,29	45,44,71	187	100	0.222060951078	0.638425234349	0.056,0.16,0.091	0.176,0.099,0.179	-0.049
1802	"ENSMUSG00000024948.15"	"Map4k2"	chr19	+	6345576	6345836	6345576	6345610	6345727	6345836	1802	5,20,5	23,89,37	8,16,25	51,50,63	200	100	0.120970921238	0.461072025519	0.098,0.101,0.063	0.073,0.138,0.166	-0.038
1803	"ENSMUSG00000024948.15"	"Map4k2"	chr19	+	6346083	6346293	6346083	6346125	6346208	6346293	1803	3,16,6	4,24,10	5,12,27	15,21,36	182	100	0.874221267403	1.0	0.292,0.268,0.248	0.155,0.239,0.292	0.041
1804	"ENSMUSG00000024948.15"	"Map4k2"	chr19	+	6352774	6353190	6352774	6352861	6353119	6353190	1804	2,11,4	18,56,25	4,7,25	42,33,42	200	100	0.0974695521718	0.416909562905	0.053,0.089,0.074	0.045,0.096,0.229	-0.051
1805	"ENSMUSG00000017843.14"	"Ppp2r5c"	chr12	+	110567727	110569055	110567727	110567855	110568953	110569055	1805	5,10,4	288,1022,264	10,13,29	587,810,845	200	100	0.669800205332	1.0	0.009,0.005,0.008	0.008,0.008,0.017	-0.004
1806	"ENSMUSG00000031864.16"	"Ints10"	chr8	+	68796716	68798801	68796716	68796820	68797758	68798801	1806	5,18,10	164,460,158	16,13,26	318,395,363	200	100	0.371589125016	0.825759894565	0.015,0.019,0.031	0.025,0.016,0.035	-0.004
1807	"ENSMUSG00000032815.16"	"Fanca"	chr8	-	123313020	123313373	123313020	123313116	123313239	123313373	1807	4,6,4	31,100,34	4,0,18	48,79,106	200	100	0.777667965642	1.0	0.061,0.029,0.056	0.04,0.0,0.078	0.009
1808	"ENSMUSG00000041638.18"	"Gcn1"	chr5	+	115574578	115575296	115574578	115574642	115575164	115575296	1808	1,10,9	79,163,109	3,8,26	130,176,317	200	100	0.714883283817	1.0	0.006,0.03,0.04	0.011,0.022,0.039	0.001
1809	"ENSMUSG00000041638.18"	"Gcn1"	chr5	+	115579786	115580579	115579786	115579895	115580504	115580579	1809	3,6,4	95,254,127	7,7,18	224,209,449	200	100	0.257344390957	0.693593486356	0.016,0.012,0.016	0.015,0.016,0.02	-0.002
1810	"ENSMUSG00000042286.13"	"Stab1"	chr14	-	31139506	31140267	31139506	31139653	31139743	31140267	1810	2,1,2	27,54,21	3,2,20	52,43,88	189	100	0.00442398222244	0.0851032120486	0.038,0.01,0.048	0.03,0.024,0.107	-0.022
1811	"ENSMUSG00000042286.13"	"Stab1"	chr14	-	31139743	31140267	31139743	31139848	31139925	31140267	1811	4,5,2	28,65,20	10,9,16	56,23,64	176	100	0.00397381315194	0.0798353425405	0.075,0.042,0.054	0.092,0.182,0.124	-0.076
1812	"ENSMUSG00000042286.13"	"Stab1"	chr14	-	31139743	31140267	31139743	31139848	31140147	31140267	1812	3,5,4	0,0,0	4,7,10	0,1,0	200	100	1	1.0	1.0,1.0,1.0	1.0,0.778,1.0	0.074
1813	"ENSMUSG00000042286.13"	"Stab1"	chr14	-	31139925	31140267	31139925	31140075	31140147	31140267	1813	2,5,6	19,69,20	8,2,18	48,37,66	171	100	0.194113586886	0.600527655162	0.058,0.041,0.149	0.089,0.031,0.138	-0.003
1814	"ENSMUSG00000042286.13"	"Stab1"	chr14	-	31140355	31140720	31140355	31140465	31140554	31140720	1814	6,8,6	18,43,23	1,1,16	26,26,63	188	100	0.225980328079	0.643412571343	0.151,0.09,0.122	0.02,0.02,0.119	0.068
1815	"ENSMUSG00000042286.13"	"Stab1"	chr14	-	31142957	31143267	31142957	31143014	31143117	31143267	1815	5,15,6	15,18,4	6,13,34	19,25,31	200	100	0.931730875105	1.0	0.143,0.294,0.429	0.136,0.206,0.354	0.057
