ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
2566	"ENSG00000100842"	"EFS"	chr14	-	23828525	23829248	23828525	23828903	23829131	23829248	2566	0,1,1	2,2,1	0,0,0	2,0,2	202	101	1	1.0	0.0,0.2,0.333	0.0,NA,0.0	0.178
2569	"ENSG00000115091"	"ACTR3"	chr2	+	114709296	114713283	114709296	114709422	114713199	114713283	2569	93,111,115	1840,1786,1752	45,45,45	643,643,742	202	101	0.455856966506	1.0	0.025,0.03,0.032	0.034,0.034,0.029	-0.003
2585	"ENSG00000214087"	"ARL16"	chr17	-	79649063	79650624	79649063	79650156	79650565	79650624	2585	7,7,10	143,184,170	1,2,0	34,40,33	202	101	0.0546174943461	0.24424739294	0.024,0.019,0.029	0.014,0.024,0.0	0.011
2590	"ENSG00000197858"	"GPAA1"	chr8	+	145138291	145138764	145138291	145138327	145138616	145138764	2590	166,141,145	0,0,0	109,112,86	0,0,1	202	101	1	1.0	1.0,1.0,1.0	1.0,1.0,0.977	0.008
2595	"ENSG00000042493"	"CAPG"	chr2	-	85628651	85628806	85628651	85628711	85628773	85628806	2595	8,8,5	1,0,0	8,7,4	0,0,0	162	101	1	1.0	0.833,1.0,1.0	1.0,1.0,1.0	-0.056
2600	"ENSG00000109118"	"PHF12"	chr17	-	27250926	27254081	27250926	27251320	27254008	27254081	2600	0,0,2	75,91,92	11,3,7	72,78,69	202	101	2.9790904332e-05	0.00030546316549	0.0,0.0,0.011	0.071,0.019,0.048	-0.042
2606	"ENSG00000165802"	"NSMF"	chr9	-	140347187	140347632	140347187	140347271	140347507	140347632	2606	5,1,3	125,108,132	3,1,0	79,72,51	202	101	1	1.0	0.02,0.005,0.011	0.019,0.007,0.0	0.003
2607	"ENSG00000165802"	"NSMF"	chr9	-	140347187	140348272	140347187	140347632	140348182	140348272	2607	1,3,1	107,102,82	1,1,0	45,44,40	202	101	1	1.0	0.005,0.014,0.006	0.011,0.011,0.0	0.001
2609	"ENSG00000143633"	"C1orf131"	chr1	-	231359508	231361269	231359508	231360160	231361216	231361269	2609	6,2,1	191,176,172	0,0,0	104,110,156	202	101	1	1.0	0.015,0.006,0.003	0.0,0.0,0.0	0.008
2611	"ENSG00000132522"	"GPS2"	chr17	-	7216347	7216610	7216347	7216416	7216530	7216610	2611	82,103,96	6,7,2	13,17,24	0,0,1	202	101	0.000869998950203	0.00675072158387	0.872,0.88,0.96	1.0,1.0,0.923	-0.07
2612	"ENSG00000132522"	"GPS2"	chr17	-	7216347	7216610	7216347	7216443	7216530	7216610	2612	3,4,0	222,277,256	0,1,3	67,59,53	187	101	1	1.0	0.007,0.008,0.0	0.0,0.009,0.03	-0.008
2613	"ENSG00000132522"	"GPS2"	chr17	-	7216886	7217307	7216886	7217040	7217224	7217307	2613	4,0,1	256,291,204	0,1,0	46,39,42	202	101	1	1.0	0.008,0.0,0.002	0.0,0.013,0.0	-0.001
2614	"ENSG00000132522"	"GPS2"	chr17	-	7216886	7217478	7216886	7217307	7217398	7217478	2614	4,11,8	251,292,238	4,5,8	48,40,49	191	101	0.000413784125686	0.00345341344432	0.008,0.02,0.017	0.042,0.062,0.079	-0.046
2616	"ENSG00000142910"	"TINAGL1"	chr1	+	32048749	32049176	32048749	32048842	32049061	32049176	2616	0,0,0	4,1,4	0,0,1	0,0,0	202	101	1	1.0	0.0,0.0,0.0	NA,NA,1.0	-1.0
2619	"ENSG00000142910"	"TINAGL1"	chr1	+	32051040	32051477	32051040	32051086	32051353	32051477	2619	0,0,1	2,5,6	1,0,0	0,1,1	202	101	1	1.0	0.0,0.0,0.077	1.0,0.0,0.0	-0.308
2620	"ENSG00000142910"	"TINAGL1"	chr1	+	32051040	32052356	32051040	32051086	32052310	32052356	2620	0,0,1	0,1,1	1,0,0	0,0,1	202	101	1	1.0	NA,0.0,0.333	1.0,NA,0.0	-0.334
2623	"ENSG00000167840"	"ZNF232"	chr17	-	5012220	5013163	5012220	5012347	5013005	5013163	2623	3,0,3	8,11,7	11,12,12	0,1,0	202	101	0	0.0	0.158,0.0,0.176	1.0,0.857,1.0	-0.841
2626	"ENSG00000135454"	"B4GALNT1"	chr12	-	58024982	58025147	58024982	58025037	58025121	58025147	2626	106,120,94	4,3,4	71,83,72	0,0,0	184	101	0.00112829876709	0.00861528127743	0.936,0.956,0.928	1.0,1.0,1.0	-0.06
2629	"ENSG00000169689"	"STRA13"	chr17	-	79977168	79977785	79977168	79977257	79977733	79977785	2629	2,3,2	197,188,206	0,1,0	91,89,117	202	101	1	1.0	0.005,0.008,0.005	0.0,0.006,0.0	0.004
2636	"ENSG00000070756"	"PABPC1"	chr8	-	101730000	101730508	101730000	101730116	101730458	101730508	2636	928,814,865	7,9,4	745,811,728	4,5,2	202	101	0.358139039723	1.0	0.985,0.978,0.991	0.989,0.988,0.995	-0.006
2638	"ENSG00000115541"	"HSPE1"	chr2	+	198367762	198368105	198367762	198367852	198367932	198368105	2638	10,10,7	1807,1865,2053	11,11,7	1422,1554,1470	180	101	1	1.0	0.003,0.003,0.002	0.004,0.004,0.003	-0.001
2639	"ENSG00000076108"	"BAZ2A"	chr12	-	56998368	56999111	56998368	56998583	56998856	56999111	2639	0,0,0	51,55,26	0,1,3	23,17,14	202	101	0.531466554279	1.0	0.0,0.0,0.0	0.0,0.029,0.097	-0.042
2641	"ENSG00000167186"	"COQ7"	chr16	+	19089402	19090584	19089402	19089481	19090308	19090584	2641	14,15,10	0,0,1	5,1,2	0,0,0	202	101	1	1.0	1.0,1.0,0.833	1.0,1.0,1.0	-0.056
2642	"ENSG00000254986"	"DPP3"	chr11	+	66262676	66262960	66262676	66262739	66262835	66262960	2642	4,2,3	96,143,101	3,4,4	70,74,79	196	101	0.204148910596	0.692282007037	0.021,0.007,0.015	0.022,0.027,0.025	-0.01
2644	"ENSG00000083838"	"ZNF446"	chr19	+	58991009	58991386	58991009	58991094	58991296	58991386	2644	4,5,3	18,14,18	3,1,1	0,4,2	202	101	0.568781357976	1.0	0.1,0.152,0.077	1.0,0.111,0.2	-0.327
2645	"ENSG00000100429"	"HDAC10"	chr22	-	50684103	50684521	50684103	50684256	50684338	50684521	2645	0,1,1	35,44,39	2,0,0	11,14,13	182	101	1	1.0	0.0,0.012,0.014	0.092,0.0,0.0	-0.022
2646	"ENSG00000100429"	"HDAC10"	chr22	-	50684726	50685164	50684726	50684805	50685107	50685164	2646	3,8,2	69,64,58	3,0,2	22,28,19	202	101	0.656410708023	1.0	0.021,0.059,0.017	0.064,0.0,0.05	-0.006
2647	"ENSG00000100429"	"HDAC10"	chr22	-	50685107	50685395	50685107	50685164	50685303	50685395	2647	2,3,0	56,66,53	5,3,3	20,21,23	202	101	0.000960670935542	0.00735489668251	0.018,0.022,0.0	0.111,0.067,0.061	-0.066
2648	"ENSG00000100429"	"HDAC10"	chr22	-	50686653	50686901	50686653	50686721	50686794	50686901	2648	0,3,0	45,52,40	4,0,0	21,18,21	173	101	0.608669044892	1.0	0.0,0.033,0.0	0.1,0.0,0.0	-0.022
2650	"ENSG00000167992"	"VWCE"	chr11	-	61058735	61059048	61058735	61058825	61058953	61059048	2650	0,0,1	30,24,21	1,0,0	14,9,6	202	101	1	1.0	0.0,0.0,0.023	0.034,0.0,0.0	-0.004
2652	"ENSG00000010322"	"NISCH"	chr3	+	52511589	52512298	52511589	52511658	52512112	52512298	2652	3,1,0	98,114,105	8,6,4	10,20,12	202	101	4.80079309639e-11	1.06845557982e-09	0.015,0.004,0.0	0.286,0.13,0.143	-0.18
2654	"ENSG00000119844"	"AFTPH"	chr2	+	64806619	64808407	64806619	64806680	64808323	64808407	2654	2,2,1	6,5,12	3,0,4	0,0,0	202	101	1	1.0	0.143,0.167,0.04	1.0,NA,1.0	-0.883
2655	"ENSG00000113013"	"HSPA9"	chr5	-	137892462	137893185	137892462	137892555	137893090	137893185	2655	109,99,110	1643,1619,1649	63,73,44	616,646,562	202	101	0.00152601540108	0.011233821068	0.032,0.03,0.032	0.049,0.053,0.038	-0.015
2658	"ENSG00000198832"	"SELM"	chr22	-	31501915	31503519	31501915	31501951	31503362	31503519	2658	1,1,0	11,11,10	1,1,2	18,9,13	202	101	1	1.0	0.043,0.043,0.0	0.027,0.053,0.071	-0.022
2659	"ENSG00000112739"	"PRPF4B"	chr6	+	4056554	4057421	4056554	4056669	4057269	4057421	2659	1,0,1	124,98,101	0,0,0	283,344,322	202	101	1	1.0	0.004,0.0,0.005	0.0,0.0,0.0	0.003
2661	"ENSG00000112739"	"PRPF4B"	chr6	+	4060646	4061381	4060646	4060920	4061248	4061381	2661	1,0,1	4,13,6	0,0,0	1,1,0	202	101	1	1.0	0.111,0.0,0.077	0.0,0.0,NA	0.063
2662	"ENSG00000112739"	"PRPF4B"	chr6	+	4060646	4062533	4060646	4060920	4061888	4062533	2662	3,0,1	1,1,2	0,0,0	1,0,0	202	101	1	1.0	0.6,0.0,0.2	0.0,NA,NA	0.267
2663	"ENSG00000112739"	"PRPF4B"	chr6	+	4060646	4062533	4060646	4061381	4062446	4062533	2663	5,3,8	1,0,0	0,0,0	0,1,1	202	101	1	1.0	0.714,1.0,1.0	NA,0.0,0.0	0.905
2664	"ENSG00000112739"	"PRPF4B"	chr6	+	4061888	4062533	4061888	4061934	4062446	4062533	2664	9,6,9	10,16,12	0,0,0	0,1,1	202	101	1	1.0	0.31,0.158,0.273	NA,0.0,0.0	0.247
2665	"ENSG00000213199"	"ASIC3"	chr7	+	150749252	150749561	150749252	150749324	150749502	150749561	2665	6,7,7	22,34,30	0,0,0	5,5,2	202	101	8.25843760877e-05	0.00078770678986	0.12,0.093,0.104	0.0,0.0,0.0	0.106
2667	"ENSG00000121753"	"BAI2"	chr1	-	32192718	32193682	32192718	32193206	32193625	32193682	2667	11,7,5	31,42,37	0,0,0	11,9,5	202	101	2.92630605626e-05	0.000301126332886	0.151,0.077,0.063	0.0,0.0,0.0	0.097
2668	"ENSG00000121753"	"BAI2"	chr1	-	32200783	32201266	32200783	32200882	32201180	32201266	2668	5,3,2	11,7,22	2,0,2	7,3,6	202	101	0.329808745446	0.99046120102	0.185,0.176,0.043	0.125,0.0,0.143	0.045
2670	"ENSG00000100242"	"SUN2"	chr22	-	39136271	39137055	39136271	39136437	39137011	39137055	2670	7,2,4	248,217,189	2,2,1	40,33,47	202	101	0.52805559132	1.0	0.014,0.005,0.01	0.024,0.029,0.011	-0.012
2671	"ENSG00000100242"	"SUN2"	chr22	-	39146902	39147378	39146902	39147040	39147214	39147378	2671	1,1,0	249,221,238	0,0,0	37,42,34	202	101	1	1.0	0.002,0.002,0.0	0.0,0.0,0.0	0.001
2672	"ENSG00000137145"	"DENND4C"	chr9	+	19336267	19336830	19336267	19336412	19336683	19336830	2672	0,0,1	11,16,7	1,0,0	9,12,9	202	101	1	1.0	0.0,0.0,0.067	0.053,0.0,0.0	0.005
2673	"ENSG00000151632"	"AKR1C2"	chr10	-	5041391	5042858	5041391	5041469	5042741	5042858	2673	0,0,0	0,5,5	0,0,1	2,1,3	202	101	1	1.0	NA,0.0,0.0	0.0,0.0,0.143	-0.048
2674	"ENSG00000185269"	"NOTUM"	chr17	-	79916810	79917442	79916810	79916871	79917346	79917442	2674	1,0,0	5,1,1	0,0,0	1,0,2	202	101	1	1.0	0.091,0.0,0.0	0.0,NA,0.0	0.03
2675	"ENSG00000108559"	"NUP88"	chr17	-	5290705	5290990	5290705	5290786	5290924	5290990	2675	16,14,11	220,194,175	2,3,1	19,23,12	202	101	0.551923576164	1.0	0.035,0.035,0.03	0.05,0.061,0.04	-0.017
2678	"ENSG00000267796"	"LIN37"	chr19	+	36243334	36243900	36243334	36243385	36243814	36243900	2678	3,9,5	4,0,2	12,3,12	12,10,12	202	101	0.0513774018286	0.234134159762	0.273,1.0,0.556	0.333,0.13,0.333	0.344
2679	"ENSG00000267796"	"LIN37"	chr19	+	36243987	36245058	36243987	36244094	36244917	36245058	2679	0,0,0	1,0,0	0,0,1	0,1,0	202	101	1	1.0	0.0,NA,NA	NA,0.0,1.0	-0.5
2680	"ENSG00000267796"	"LIN37"	chr19	+	36243987	36245058	36243987	36244154	36244917	36245058	2680	0,0,0	71,80,82	0,0,1	22,21,27	202	101	1	1.0	0.0,0.0,0.0	0.0,0.0,0.018	-0.006
2681	"ENSG00000267796"	"LIN37"	chr19	+	36245146	36245420	36245146	36245220	36245293	36245420	2681	0,2,3	83,94,76	1,0,0	39,36,46	173	101	1	1.0	0.0,0.012,0.023	0.015,0.0,0.0	0.007
2683	"ENSG00000174233"	"ADCY6"	chr12	-	49164548	49165756	49164548	49164753	49165492	49165756	2683	1,1,7	902,920,919	1,0,0	110,121,104	202	101	1	1.0	0.001,0.001,0.004	0.005,0.0,0.0	0.0
2684	"ENSG00000174233"	"ADCY6"	chr12	-	49167251	49167881	49167251	49167430	49167722	49167881	2684	0,0,4	901,914,842	0,0,0	76,84,71	202	101	1	1.0	0.0,0.0,0.002	0.0,0.0,0.0	0.001
2686	"ENSG00000115042"	"FAHD2A"	chr2	+	96076274	96076774	96076274	96076334	96076611	96076774	2686	6,7,9	153,125,112	0,0,3	49,54,70	202	101	0.0104797459506	0.0611531516751	0.019,0.027,0.039	0.0,0.0,0.021	0.021
2688	"ENSG00000144199"	"FAHD2B"	chr2	-	97751435	97751935	97751435	97751598	97751875	97751935	2688	2,1,2	63,46,53	1,2,1	25,24,27	202	101	0.454801542272	1.0	0.016,0.011,0.019	0.02,0.04,0.018	-0.011
2690	"ENSG00000090863"	"GLG1"	chr16	-	74496385	74497377	74496385	74496528	74497253	74497377	2690	1,0,1	526,531,513	3,1,0	479,434,428	202	101	1	1.0	0.001,0.0,0.001	0.003,0.001,0.0	-0.001
2693	"ENSG00000130508"	"PXDN"	chr2	-	1667376	1668846	1667376	1667535	1668729	1668846	2693	4,4,2	785,703,737	3,6,0	596,601,520	202	101	1	1.0	0.003,0.003,0.001	0.003,0.005,0.0	-0.0
2695	"ENSG00000198556"	"ZNF789"	chr7	+	99075896	99079949	99075896	99075979	99077283	99079949	2695	2,0,2	8,8,6	0,0,0	0,1,0	202	101	1	1.0	0.111,0.0,0.143	NA,0.0,NA	0.085
2696	"ENSG00000120889"	"TNFRSF10B"	chr8	-	22885843	22886115	22885843	22885954	22886041	22886115	2696	35,46,47	159,101,127	75,87,99	39,42,32	187	101	0	0.0	0.106,0.197,0.167	0.509,0.528,0.626	-0.398
2697	"ENSG00000145191"	"EIF2B5"	chr3	+	183855407	183855863	183855407	183855593	183855685	183855863	2697	0,0,2	151,145,121	0,0,0	12,9,15	192	101	1	1.0	0.0,0.0,0.009	0.0,0.0,0.0	0.003
2698	"ENSG00000145191"	"EIF2B5"	chr3	+	183860839	183861353	183860839	183860930	183861229	183861353	2698	5,6,5	148,128,151	6,4,2	11,10,18	202	101	0.000106758269441	0.000995139583004	0.017,0.023,0.016	0.214,0.167,0.053	-0.126
2699	"ENSG00000145191"	"EIF2B5"	chr3	+	183860839	183862012	183860839	183860930	183861886	183862012	2699	5,6,7	9,3,3	6,4,2	9,12,8	202	101	0.0327347019654	0.161202966282	0.217,0.5,0.538	0.25,0.143,0.111	0.25
2700	"ENSG00000145191"	"EIF2B5"	chr3	+	183860839	183862012	183860839	183861353	183861886	183862012	2700	0,0,2	199,180,202	0,0,0	27,31,28	202	101	1	1.0	0.0,0.0,0.005	0.0,0.0,0.0	0.002
2702	"ENSG00000133247"	"SUV420H2"	chr19	+	55853161	55853748	55853161	55853414	55853582	55853748	2702	0,1,1	26,26,11	0,0,0	1,0,0	202	101	1	1.0	0.0,0.019,0.043	0.0,NA,NA	0.021
2706	"ENSG00000112282"	"MED23"	chr6	-	131913527	131914311	131913527	131913600	131914145	131914311	2706	12,1,7	96,101,71	3,5,5	27,21,19	202	101	0.0577489907928	0.256652248554	0.059,0.005,0.047	0.053,0.106,0.116	-0.055
2712	"ENSG00000186635"	"ARAP1"	chr11	-	72398483	72398783	72398483	72398547	72398732	72398783	2712	2,4,6	121,120,120	11,13,8	22,17,23	202	101	2.03170813506e-14	6.48114895084e-13	0.008,0.016,0.024	0.2,0.277,0.148	-0.192
2713	"ENSG00000186635"	"ARAP1"	chr11	-	72406586	72406910	72406586	72406673	72406762	72406910	2713	0,1,2	129,126,120	0,2,0	21,15,26	189	101	1	1.0	0.0,0.004,0.009	0.0,0.067,0.0	-0.018
2714	"ENSG00000186635"	"ARAP1"	chr11	-	72407593	72408240	72407593	72407699	72408027	72408240	2714	0,1,2	115,136,130	0,1,0	44,36,27	202	101	1	1.0	0.0,0.004,0.008	0.0,0.014,0.0	-0.001
2715	"ENSG00000186635"	"ARAP1"	chr11	-	72423482	72424288	72423482	72423613	72424220	72424288	2715	4,0,4	69,73,64	1,3,2	4,14,10	202	101	0.0756013737103	0.322993368932	0.028,0.0,0.03	0.111,0.097,0.091	-0.08
2716	"ENSG00000162512"	"SDC3"	chr1	-	31349398	31351587	31349398	31350012	31351469	31351587	2716	1,0,0	357,331,365	0,0,0	186,192,180	202	101	1	1.0	0.001,0.0,0.0	0.0,0.0,0.0	0.0
2718	"ENSG00000145819"	"ARHGAP26"	chr5	+	142586762	142587038	142586762	142586873	142587008	142587038	2718	5,6,13	3,5,2	0,5,3	0,0,1	202	101	1	1.0	0.455,0.375,0.765	NA,1.0,0.6	-0.268
2719	"ENSG00000234741"	"GAS5"	chr1	-	173833038	173833442	173833038	173833213	173833394	173833442	2719	40,42,57	2000,2132,2162	175,179,147	2690,2933,2344	202	101	0	0.0	0.01,0.01,0.013	0.032,0.03,0.03	-0.02
2720	"ENSG00000234741"	"GAS5"	chr1	-	173833394	173833644	173833394	173833442	173833621	173833644	2720	215,221,239	1755,1811,1922	330,327,246	1487,1556,1341	202	101	2.04532037973e-07	2.99597694398e-06	0.058,0.058,0.059	0.1,0.095,0.084	-0.035
2721	"ENSG00000234741"	"GAS5"	chr1	-	173833394	173833842	173833394	173833442	173833812	173833842	2721	311,292,301	143,125,134	342,345,248	297,293,251	202	101	1.86297755e-10	3.96193225633e-09	0.521,0.539,0.529	0.365,0.371,0.331	0.174
2722	"ENSG00000234741"	"GAS5"	chr1	-	173833621	173833842	173833621	173833644	173833812	173833842	2722	357,367,333	1500,1572,1713	385,404,339	1282,1302,1161	202	101	0.00118871540011	0.00902857649131	0.106,0.105,0.089	0.131,0.134,0.127	-0.031
2723	"ENSG00000234741"	"GAS5"	chr1	-	173833394	173834420	173833394	173833442	173834366	173834420	2723	204,194,208	16,27,5	329,324,237	46,53,63	202	101	0.000123326285075	0.00113483898862	0.864,0.782,0.954	0.781,0.753,0.653	0.138
2724	"ENSG00000234741"	"GAS5"	chr1	-	173833394	173834420	173833394	173833842	173834366	173834420	2724	109,131,138	1938,1984,2111	237,262,212	1457,1441,1309	202	101	0	0.0	0.027,0.032,0.032	0.075,0.083,0.075	-0.047
2725	"ENSG00000234741"	"GAS5"	chr1	-	173834366	173834685	173834366	173834420	173834608	173834685	2725	60,73,61	475,405,482	211,210,163	282,255,282	202	101	0	0.0	0.059,0.083,0.06	0.272,0.292,0.224	-0.195
2726	"ENSG00000234741"	"GAS5"	chr1	-	173834366	173834685	173834366	173834420	173834647	173834685	2726	297,328,336	1777,1997,1918	563,588,496	1450,1461,1371	202	101	0	0.0	0.077,0.076,0.081	0.163,0.168,0.153	-0.083
2727	"ENSG00000234741"	"GAS5"	chr1	-	173834994	173835344	173834994	173835032	173835314	173835344	2727	138,176,183	2235,2334,2383	286,337,283	2121,2219,2022	202	101	5.38413758022e-12	1.3325740511e-10	0.03,0.036,0.037	0.063,0.071,0.065	-0.032
2728	"ENSG00000234741"	"GAS5"	chr1	-	173835665	173835934	173835665	173835705	173835898	173835934	2728	337,304,313	2491,2439,2615	794,885,721	3035,3168,2833	202	101	5.55111512313e-16	2.04323737417e-14	0.063,0.059,0.056	0.116,0.123,0.113	-0.058
2732	"ENSG00000213722"	"DDAH2"	chr6	-	31695949	31696522	31695949	31696069	31696422	31696522	2732	0,2,0	4,4,2	1,1,0	8,4,4	202	101	1	1.0	0.0,0.2,0.0	0.059,0.111,0.0	0.01
2736	"ENSG00000136485"	"DCAF7"	chr17	+	61660862	61661073	61660862	61660889	61660890	61661073	2736	16,14,19	149,134,125	22,11,16	108,134,105	101	101	0.500379566118	1.0	0.097,0.095,0.132	0.169,0.076,0.132	-0.018
2739	"ENSG00000079337"	"RAPGEF3"	chr12	-	48142236	48142714	48142236	48142325	48142601	48142714	2739	2,1,1	50,45,59	1,0,0	9,3,9	202	101	1	1.0	0.02,0.011,0.008	0.053,0.0,0.0	-0.005
2756	"ENSG00000131470"	"PSMC3IP"	chr17	-	40725495	40726228	40725495	40725605	40726213	40726228	2756	41,44,48	0,1,0	4,10,12	0,0,0	202	101	1	1.0	1.0,0.957,1.0	1.0,1.0,1.0	-0.014
2757	"ENSG00000131470"	"PSMC3IP"	chr17	-	40725495	40726228	40725495	40725641	40726213	40726228	2757	41,44,48	35,23,32	4,10,12	2,3,2	202	101	0.0366510117271	0.178045777781	0.369,0.489,0.429	0.5,0.625,0.75	-0.196
2761	"ENSG00000100031"	"GGT1"	chr22	+	25006216	25006498	25006216	25006303	25006421	25006498	2761	1,4,1	0,2,3	2,1,2	1,1,1	202	101	0.573491122212	1.0	1.0,0.5,0.143	0.5,0.333,0.5	0.103
2764	"ENSG00000148303"	"RPL7A"	chr9	+	136217094	136217582	136217094	136217174	136217451	136217582	2764	13,7,10	5964,6315,6121	15,25,11	6318,6484,5745	202	101	1	1.0	0.001,0.001,0.001	0.001,0.002,0.001	-0.0
2767	"ENSG00000074266"	"EED"	chr11	+	85974986	85977258	85974986	85975305	85977124	85977258	2767	2,0,0	212,209,235	0,0,0	10,5,11	202	101	1	1.0	0.005,0.0,0.0	0.0,0.0,0.0	0.002
2770	"ENSG00000129351"	"ILF3"	chr19	+	10791894	10792868	10791894	10792005	10792668	10792868	2770	3,2,0	805,712,745	0,0,2	324,375,262	202	101	1	1.0	0.002,0.001,0.0	0.0,0.0,0.004	-0.0
2771	"ENSG00000129351"	"ILF3"	chr19	+	10794592	10796441	10794592	10794646	10795091	10796441	2771	33,29,30	871,787,770	18,33,31	477,459,391	202	101	0.00716765188001	0.0435981537023	0.019,0.018,0.019	0.019,0.035,0.038	-0.012
2772	"ENSG00000129351"	"ILF3"	chr19	+	10794592	10796441	10794592	10794646	10795534	10796441	2772	33,29,30	15,9,9	18,33,31	5,4,2	202	101	0.0100793848974	0.0592990041812	0.524,0.617,0.625	0.643,0.805,0.886	-0.189
2774	"ENSG00000108788"	"MLX"	chr17	+	40720487	40720961	40720487	40720577	40720854	40720961	2774	1,1,4	85,159,115	1,2,5	4,11,15	202	101	0.000765206317414	0.00605208632864	0.006,0.003,0.017	0.111,0.083,0.143	-0.104
2775	"ENSG00000108788"	"MLX"	chr17	+	40721221	40721624	40721221	40721321	40721524	40721624	2775	0,0,0	165,147,171	0,0,1	42,40,46	202	101	1	1.0	0.0,0.0,0.0	0.0,0.0,0.011	-0.004
2776	"ENSG00000108788"	"MLX"	chr17	+	40721524	40722201	40721524	40721624	40721999	40722201	2776	0,0,0	176,140,159	0,0,1	46,35,61	202	101	1	1.0	0.0,0.0,0.0	0.0,0.0,0.008	-0.003
2777	"ENSG00000108788"	"MLX"	chr17	+	40721524	40722201	40721524	40721624	40722114	40722201	2777	23,20,27	0,1,1	14,9,7	0,0,0	202	101	1	1.0	1.0,0.909,0.931	1.0,1.0,1.0	-0.053
2781	"ENSG00000155363"	"MOV10"	chr1	+	113240908	113241411	113240908	113241100	113241336	113241411	2781	24,15,11	140,160,143	3,9,8	45,75,64	202	101	0.700588037871	1.0	0.079,0.045,0.037	0.032,0.057,0.059	0.004
2782	"ENSG00000155363"	"MOV10"	chr1	+	113240908	113242432	113240908	113241100	113242306	113242432	2782	2,1,3	0,0,0	0,0,0	2,5,11	202	101	5.21804821574e-15	1.78345433659e-13	1.0,1.0,1.0	0.0,0.0,0.0	1.0
2783	"ENSG00000155363"	"MOV10"	chr1	+	113240908	113242432	113240908	113241411	113242306	113242432	2783	4,6,5	200,195,154	0,1,0	50,80,67	202	101	0.850537413097	1.0	0.01,0.015,0.016	0.0,0.006,0.0	0.012
2784	"ENSG00000155363"	"MOV10"	chr1	+	113242515	113242962	113242515	113242604	113242840	113242962	2784	1,3,2	185,209,167	1,2,0	58,74,67	202	101	1	1.0	0.003,0.007,0.006	0.009,0.013,0.0	-0.002
2786	"ENSG00000147454"	"SLC25A37"	chr8	+	23423620	23425891	23423620	23423849	23425834	23425891	2786	32,33,32	15,7,3	5,0,1	3,0,1	202	101	1	1.0	0.516,0.702,0.842	0.455,NA,0.333	0.293
2787	"ENSG00000147454"	"SLC25A37"	chr8	+	23423620	23425891	23423620	23424326	23425834	23425891	2787	32,33,32	3,7,8	5,0,1	0,0,2	202	101	1	1.0	0.842,0.702,0.667	1.0,NA,0.2	0.137
2788	"ENSG00000106346"	"USP42"	chr7	+	6178722	6179826	6178722	6178825	6179758	6179826	2788	0,1,0	95,82,75	4,2,1	75,73,83	202	101	0.701566692775	1.0	0.0,0.006,0.0	0.026,0.014,0.006	-0.013
2789	"ENSG00000140988"	"RPS2"	chr16	-	2012061	2012657	2012061	2012271	2012497	2012657	2789	6,9,8	13030,14107,13613	6,5,4	15253,15561,13454	202	101	1	1.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0
2790	"ENSG00000140988"	"RPS2"	chr16	-	2012497	2012910	2012497	2012657	2012736	2012910	2790	6,7,8	11371,12113,12085	6,5,4	12858,13134,11668	179	101	1	1.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0
2791	"ENSG00000140988"	"RPS2"	chr16	-	2012497	2013257	2012497	2012698	2012910	2013257	2791	6,9,8	3,2,1	6,5,4	3,1,5	202	101	0.180812192533	0.63152287684	0.5,0.692,0.8	0.5,0.714,0.286	0.164
2792	"ENSG00000140988"	"RPS2"	chr16	-	2012497	2013257	2012497	2012657	2013149	2013257	2792	6,9,8	43,36,37	6,5,4	59,52,49	202	101	0.0316696775611	0.156764903927	0.065,0.111,0.098	0.048,0.046,0.039	0.047
2793	"ENSG00000140988"	"RPS2"	chr16	-	2012497	2013257	2012497	2012910	2013149	2013257	2793	6,7,8	9574,10088,9940	6,5,4	11161,10913,9736	202	101	1	1.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0
2795	"ENSG00000114779"	"ABHD14B"	chr3	-	52005475	52005908	52005475	52005714	52005827	52005908	2795	2,4,4	2,0,3	3,2,1	6,0,2	202	101	0.319877755256	0.968743708165	0.333,1.0,0.4	0.2,1.0,0.2	0.111
2797	"ENSG00000104886"	"PLEKHJ1"	chr19	-	2233152	2234060	2233152	2233904	2233996	2234060	2797	38,43,49	537,601,478	7,5,2	35,32,29	192	101	0.311516578265	0.954497434577	0.036,0.036,0.051	0.095,0.076,0.035	-0.028
2798	"ENSG00000104886"	"PLEKHJ1"	chr19	-	2235760	2235989	2235760	2235827	2235921	2235989	2798	11,7,9	326,309,347	0,2,0	27,30,14	194	101	0.362333627048	1.0	0.017,0.012,0.013	0.0,0.034,0.0	0.003
2799	"ENSG00000166012"	"TAF1D"	chr11	-	93463842	93464382	93463842	93463878	93464315	93464382	2799	27,33,26	788,807,826	53,71,59	518,451,503	202	101	2.22044604925e-16	8.49986747653e-15	0.017,0.02,0.015	0.049,0.073,0.055	-0.042
